InicioPeriodo,FimPeriodo,Segmento,Modalidade,Posicao,InstituicaoFinanceira,TaxaJurosAoMes,TaxaJurosAoAno
2023-01-04,2023-01-10,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,7,BCO BS2 S.A.,2.09,28.17
2023-01-25,2023-01-31,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,BCO BS2 S.A.,2.1,28.31
2023-01-05,2023-01-11,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,7,BCO BS2 S.A.,2.1,28.28
2023-01-23,2023-01-27,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,7,BCO BS2 S.A.,2.1,28.32
2023-01-24,2023-01-30,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,BCO BS2 S.A.,2.1,28.32
2023-01-12,2023-01-18,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,7,ITAÚ UNIBANCO S.A.,2.46,33.92
2023-01-10,2023-01-16,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,ITAÚ UNIBANCO S.A.,2.48,34.21
2023-01-11,2023-01-17,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,ITAÚ UNIBANCO S.A.,2.48,34.16
2023-01-13,2023-01-19,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,7,ITAÚ UNIBANCO S.A.,2.5,34.43
2023-01-17,2023-01-23,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,BCO RIBEIRAO PRETO S.A.,2.54,35.14
2023-01-13,2023-01-19,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,BCO RIBEIRAO PRETO S.A.,2.54,35.14
2023-01-11,2023-01-17,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,9,BCO RIBEIRAO PRETO S.A.,2.54,35.14
2023-01-16,2023-01-20,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,BCO RIBEIRAO PRETO S.A.,2.54,35.14
2023-01-12,2023-01-18,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,BCO RIBEIRAO PRETO S.A.,2.54,35.14
2023-01-25,2023-01-31,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,9,BCO RIBEIRAO PRETO S.A.,2.56,35.42
2023-01-23,2023-01-27,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,BCO RIBEIRAO PRETO S.A.,2.56,35.41
2023-01-20,2023-01-26,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,BCO RIBEIRAO PRETO S.A.,2.56,35.41
2023-01-24,2023-01-30,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,9,BCO RIBEIRAO PRETO S.A.,2.56,35.41
2023-01-19,2023-01-25,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,BCO RIBEIRAO PRETO S.A.,2.56,35.41
2023-01-09,2023-01-13,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,ITAÚ UNIBANCO S.A.,2.6,36.0
2023-01-16,2023-01-20,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,9,ITAÚ UNIBANCO S.A.,2.62,36.4
2023-01-02,2023-01-06,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,ITAÚ UNIBANCO S.A.,2.64,36.71
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,2,BRB - BCO DE BRASILIA S.A.,2.64,36.71
2023-01-06,2023-01-12,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,ITAÚ UNIBANCO S.A.,2.68,37.33
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,2,BRB - BCO DE BRASILIA S.A.,2.7,37.65
2023-01-17,2023-01-23,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,9,ITAÚ UNIBANCO S.A.,2.72,37.94
2023-01-18,2023-01-24,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,ITAÚ UNIBANCO S.A.,2.73,38.2
2023-01-05,2023-01-11,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,ITAÚ UNIBANCO S.A.,2.74,38.32
2023-01-04,2023-01-10,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,ITAÚ UNIBANCO S.A.,2.75,38.47
2023-01-19,2023-01-25,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,9,ITAÚ UNIBANCO S.A.,2.77,38.79
2023-01-03,2023-01-09,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,8,ITAÚ UNIBANCO S.A.,2.77,38.82
2023-01-24,2023-01-30,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,10,ITAÚ UNIBANCO S.A.,2.8,39.33
2023-01-23,2023-01-27,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,9,ITAÚ UNIBANCO S.A.,2.81,39.45
2023-01-20,2023-01-26,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,9,ITAÚ UNIBANCO S.A.,2.81,39.49
2023-01-25,2023-01-31,PESSOA JURÍDICA,Antecipação de faturas de cartão de crédito - Pré-fixado,10,ITAÚ UNIBANCO S.A.,2.81,39.48
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,2,BRB - BCO DE BRASILIA S.A.,2.87,40.39
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,BCO SENFF S.A.,2.96,41.86
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,2,BRB - BCO DE BRASILIA S.A.,3.02,42.97
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,2,BRB - BCO DE BRASILIA S.A.,3.06,43.61
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,2,SCFI EFÍ S.A.,3.07,43.81
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,2,SCFI EFÍ S.A.,3.07,43.81
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,2,SCFI EFÍ S.A.,3.07,43.81
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,FACTA S.A. CFI,3.08,43.99
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,2,FACTA S.A. CFI,3.08,43.99
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,FACTA S.A. CFI,3.08,43.99
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,FACTA S.A. CFI,3.08,43.99
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,FACTA S.A. CFI,3.08,43.99
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,FACTA S.A. CFI,3.08,43.99
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,FACTA S.A. CFI,3.08,43.99
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,2,FACTA S.A. CFI,3.08,43.99
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,2,FACTA S.A. CFI,3.08,43.99
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,FACTA S.A. CFI,3.08,43.99
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,2,FACTA S.A. CFI,3.08,43.99
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,2,FACTA S.A. CFI,3.08,43.99
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,FACTA S.A. CFI,3.08,43.99
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,2,FACTA S.A. CFI,3.08,43.99
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,2,FACTA S.A. CFI,3.08,43.99
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,FACTA S.A. CFI,3.08,43.99
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,2,FACTA S.A. CFI,3.08,43.99
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,2,FACTA S.A. CFI,3.08,43.99
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,BCO SENFF S.A.,3.09,44.05
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,BANCO GENIAL,3.17,45.48
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,BANCO GENIAL,3.18,45.56
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,BANCO GENIAL,3.18,45.61
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,BANCO GENIAL,3.18,45.61
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,BANCO GENIAL,3.18,45.61
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,BANCO GENIAL,3.27,47.06
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,BANCO GENIAL,3.28,47.33
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,BCO AGIBANK S.A.,3.28,47.34
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,BANCO GENIAL,3.28,47.33
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,BANCO GENIAL,3.28,47.33
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,BCO AGIBANK S.A.,3.33,48.1
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,BCO DAYCOVAL S.A,3.34,48.41
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,BCO AGIBANK S.A.,3.38,49.02
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,BCO AGIBANK S.A.,3.38,48.94
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,BCO DAYCOVAL S.A,3.38,49.05
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,BCO DAYCOVAL S.A,3.38,48.96
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,BCO AGIBANK S.A.,3.39,49.21
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,BCO AGIBANK S.A.,3.39,49.24
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,BCO AGIBANK S.A.,3.39,49.23
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,BCO DAYCOVAL S.A,3.39,49.21
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,3,BCO AGIBANK S.A.,3.4,49.33
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,BCO SENFF S.A.,3.44,50.07
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,BCO DAYCOVAL S.A,3.48,50.7
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,3,PARANA BCO S.A.,3.5,51.19
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,3,PARANA BCO S.A.,3.5,51.19
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,4,PARANA BCO S.A.,3.5,51.19
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,4,PARANA BCO S.A.,3.5,51.19
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,3,PARANA BCO S.A.,3.5,51.19
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,BANCO GENIAL,3.52,51.51
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,BCO SENFF S.A.,3.56,52.1
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,BCO SENFF S.A.,3.6,52.9
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,BCO SENFF S.A.,3.61,52.98
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,6,BCO BMG S.A.,3.62,53.3
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,6,BCO BMG S.A.,3.66,53.98
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,6,BCO SENFF S.A.,3.7,54.57
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,5,BCO DAYCOVAL S.A,3.72,54.97
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,5,BCO DAYCOVAL S.A,3.73,55.24
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,4,BCO DAYCOVAL S.A,3.74,55.38
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,4,BCO DAYCOVAL S.A,3.75,55.49
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,3,BCO DAYCOVAL S.A,3.75,55.56
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,6,BCO BMG S.A.,3.77,55.99
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,BCO DAYCOVAL S.A,3.77,55.81
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,BCO SENFF S.A.,3.82,56.86
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,BCO SENFF S.A.,3.84,57.12
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,4,BCO DAYCOVAL S.A,3.89,58.14
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,4,BCO DAYCOVAL S.A,3.9,58.32
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,3,BCO DAYCOVAL S.A,3.92,58.68
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,3,BCO DAYCOVAL S.A,3.93,58.79
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,4,BCO DAYCOVAL S.A,3.95,59.17
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,4,BCO DAYCOVAL S.A,3.95,59.27
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,3,BCO DAYCOVAL S.A,3.96,59.28
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,4,BCO AGIBANK S.A.,4.02,60.48
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,3,BCO AGIBANK S.A.,4.02,60.48
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,7,BCO SENFF S.A.,4.09,61.72
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,3,BCO AGIBANK S.A.,4.12,62.33
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,6,BCO AGIBANK S.A.,4.16,63.04
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,3,BCO DAYCOVAL S.A,4.19,63.69
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,BCO DAYCOVAL S.A,4.19,63.58
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,8,BCO DAYCOVAL S.A,4.2,63.88
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,BCO BMG S.A.,4.22,64.26
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,6,BCO MERCANTIL DO BRASIL S.A.,4.23,64.39
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,5,BCO AGIBANK S.A.,4.24,64.64
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,5,BCO AGIBANK S.A.,4.24,64.64
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,6,BRB - BCO DE BRASILIA S.A.,4.25,64.82
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,BRB - BCO DE BRASILIA S.A.,4.26,64.98
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,BCO AGIBANK S.A.,4.27,65.2
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,BCO DAYCOVAL S.A,4.28,65.31
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,BRB - BCO DE BRASILIA S.A.,4.3,65.81
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,6,BCO XP S.A.,4.3,65.81
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,6,BCO XP S.A.,4.32,66.13
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,5,BCO DAYCOVAL S.A,4.32,66.09
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,7,BCO XP S.A.,4.35,66.73
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,6,BANCO ORIGINAL,4.36,66.92
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,4,BCO DAYCOVAL S.A,4.37,66.98
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,7,BCO SENFF S.A.,4.38,67.2
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,7,BCO XP S.A.,4.39,67.46
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,6,HS FINANCEIRA,4.4,67.64
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,6,BANCO GENIAL,4.41,67.88
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,5,BANCO GENIAL,4.41,67.78
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,4,BANCO GENIAL,4.41,67.88
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,6,BANCO GENIAL,4.41,67.88
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,5,BANCO GENIAL,4.41,67.75
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,8,BANCO ORIGINAL,4.41,67.93
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,4,BANCO GENIAL,4.41,67.88
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,3,BANCO GENIAL,4.41,67.88
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,4,BANCO GENIAL,4.41,67.86
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,5,BANCO GENIAL,4.41,67.75
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,4,BANCO GENIAL,4.41,67.88
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,6,BANCO GENIAL,4.41,67.88
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,4,BANCO GENIAL,4.41,67.88
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,6,BANCO GENIAL,4.41,67.88
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,4,BANCO GENIAL,4.41,67.88
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,7,BANCO GENIAL,4.41,67.88
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,4,BANCO GENIAL,4.41,67.88
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,7,BCO DAYCOVAL S.A,4.41,67.93
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,5,BANCO GENIAL,4.41,67.78
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,4,BANCO GENIAL,4.41,67.88
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,8,HS FINANCEIRA,4.43,68.15
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,7,HS FINANCEIRA,4.44,68.41
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,8,BCO DAYCOVAL S.A,4.46,68.85
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,8,BANCO BARI S.A.,4.46,68.88
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,HS FINANCEIRA,4.51,69.7
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,7,BCO BMG S.A.,4.51,69.82
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,BCO BMG S.A.,4.54,70.43
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,6,BCO CETELEM S.A.,4.55,70.66
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,6,BCO CETELEM S.A.,4.55,70.66
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,BCO XP S.A.,4.57,71.04
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,BCO XP S.A.,4.58,71.15
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,8,BCO SENFF S.A.,4.59,71.35
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,HS FINANCEIRA,4.59,71.4
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,8,BCO XP S.A.,4.65,72.57
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,5,BCO XP S.A.,4.66,72.68
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,6,BCO BMG S.A.,4.66,72.76
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,7,BCO BRADESCO S.A.,4.67,72.86
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,6,BCO XP S.A.,4.69,73.28
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,8,BANCO BARI S.A.,4.7,73.54
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,6,BCO XP S.A.,4.7,73.5
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,6,BANCO BARI S.A.,4.7,73.5
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,9,HS FINANCEIRA,4.7,73.51
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,7,BCO SENFF S.A.,4.71,73.67
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,7,BCO XP S.A.,4.71,73.78
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,9,BCO XP S.A.,4.72,73.82
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,9,BCO DAYCOVAL S.A,4.75,74.58
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,7,BCO XP S.A.,4.76,74.68
